#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
263839	852495	948461	32893	852757	YBR196C	b3962	PGI1	sthA	CDC30|glucose-6-phosphate isomerase|L000001410|L000001409	ECK3954|JW5551|sth|udhA	Synthetic Rescue	genetic	Heux S (2008)	PUBMED:18036177	559292	511145	Low Throughput	-	-	Expression of the E. coli transhydrogenase Udha/sthA can partially restore the growth of the ENYpgi1 yeast mutant on glucose.|S. cerevisiae does not have a functional ortholog of the E. coli transhydrogenase UdhA/sthA.  This was not a cross-species complementation experiment.	-	BIOGRID	P12709	-	NP_009755	P27306	-	NP_418397	APO:0000094	metabolism and growth	phenotype	-	-	partial rescue	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
2569487	945180	945117	849566	849506	b0587	b1604	fepE	ydgH	ECK0580|JW0579	ECK1599|JW1596	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P26266	-	NP_415119	P76177	-	NP_416121	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569488	946150	948969	850510	853223	b1618	b1794	uidR	yeaP	ECK1613|JW1610|gusR	ECK1792|JW5292	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ACT6	-	NP_416135	P76245	-	NP_416308	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569489	947578	946304	851894	850661	b3064	b1807	tsaD	tsaB	ECK3054|JW3036|gcp|ygjD	ECK1805|JW1796|rpf|yeaZ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P05852	-	NP_417536	P76256	-	NP_416321	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569490	946304	946304	850661	850661	b1807	b1807	tsaB	tsaB	ECK1805|JW1796|rpf|yeaZ	ECK1805|JW1796|rpf|yeaZ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76256	-	NP_416321	P76256	-	NP_416321	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569491	946347	946129	850704	850489	b1836	b1827	yebV	kdgR	ECK1835|JW5302	ECK1826|JW1816|yebP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P64503	-	NP_416350	P76268	-	NP_416341	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569492	947228	946352	851560	850709	b2755	b1834	ygbT	yebT	ECK2750|JW2725|cas1	ECK1833|JW1823	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q46896	-	NP_417235	P76272	-	NP_416348	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569493	944780	946354	849182	850711	b0064	b1837	araC	yebW	ECK0065|JW0063	ECK1836|JW5303	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9E0	-	NP_414606	P76275	-	NP_416351	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569494	947228	946487	851560	850838	b2755	b1968	ygbT	yedV	ECK2750|JW2725|cas1	ECK1964|JW1951	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q46896	-	NP_417235	P76339	-	NP_416477	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569495	948415	946480	852712	850831	b3923	b1973	uspD	zinT	ECK3915|JW3894|yiiT	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AAB8	-	NP_418358	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569496	948348	946480	852645	850831	b3858	b1973	yihD	zinT	ECK3850|JW3830	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ADP9	-	NP_418295	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569497	948709	946480	853001	850831	b4188	b1973	yjfN	zinT	ECK4184|JW5742	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AF82	-	NP_418609	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569498	946888	946480	851228	850831	b2421	b1973	cysM	zinT	ECK2416|JW2414	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P16703	-	NP_416916	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569499	946031	946480	850392	850831	b1479	b1973	maeA	zinT	ECK1473|JW5238|sfcA	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P26616	-	NP_415996	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569500	2847768	946480	853515	850831	b3826	b1973	yigL	zinT	ECK3820|JW5854	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P27848	-	YP_026267	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569501	947976	946480	852285	850831	b3466	b1973	yhhL	zinT	ECK3450|JW5683	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37614	-	NP_417923	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569502	947213	946480	851545	850831	b2754	b1973	ygbF	zinT	ECK2749|JW5438|cas2	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P45956	-	NP_417234	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569503	946815	946480	851156	850831	b2340	b1973	sixA	zinT	ECK2334|JW2337|yfcW	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76502	-	NP_416842	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569504	946974	946480	851313	850831	b2495	b1973	yfgD	zinT	ECK2491|JW2480	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76569	-	NP_416990	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569505	945814	946480	850181	850831	b3021	b1973	mqsA	zinT	ECK3012|JW2989|ygiT	ECK1969|JW1956|yodA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q46864	-	NP_417493	P76344	-	NP_416482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569506	947872	946512	852183	850861	b3361	b2001	fic	yeeR	ECK3349|JW3324|vhpT	ECK1994|JW1983	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P20605	-	NP_417820	P76361	-	NP_416505	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569507	947983	946626	852292	850972	b3472	b2086	dcrB	yegS	ECK3456|JW5682|yhhR	ECK2082|JW2070	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AEE1	-	NP_417929	P76407	-	NP_416590	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569508	946255	946626	850615	850972	b1748	b2086	astC	yegS	ECK1746|JW1737|argM|cstC|ydjW	ECK2082|JW2070	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77581	-	NP_416262	P76407	-	NP_416590	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569509	945787	946748	850154	851089	b1062	b2273	pyrC	yfbN	ECK1047|JW1049	ECK2267|JW2268	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P05020	-	NP_415580	P76484	-	NP_416776	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569510	945489	946748	849863	851089	b0864	b2273	artP	yfbN	ECK0855|JW0848	ECK2267|JW2268	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AAF6	-	NP_415385	P76484	-	NP_416776	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569511	947797	946748	852109	851089	b3302	b2273	rpmD	yfbN	ECK3289|JW3264	ECK2267|JW2268	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AG51	-	NP_417761	P76484	-	NP_416776	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569512	946912	946748	851251	851089	b2438	b2273	eutK	yfbN	ECK2433|JW2431|yffI	ECK2267|JW2268	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76540	-	NP_416933	P76484	-	NP_416776	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569513	948917	946779	853194	851120	b4393	b2334	trpR	yfcQ	ECK4385|JW4356	ECK2328|JW2331	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A881	-	NP_418810	P76500	-	NP_416837	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569514	948274	946779	852576	851120	b3764	b2334	yifE	yfcQ	ECK3757|JW3737	ECK2328|JW2331	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ADN2	-	NP_418213	P76500	-	NP_416837	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569515	948709	946779	853001	851120	b4188	b2334	yjfN	yfcQ	ECK4184|JW5742	ECK2328|JW2331	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AF82	-	NP_418609	P76500	-	NP_416837	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569516	947941	946779	852250	851120	b3431	b2334	glgX	yfcQ	ECK3417|JW3394	ECK2328|JW2331	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P15067	-	NP_417889	P76500	-	NP_416837	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569517	947754	946779	852066	851120	b3807	b2334	cyaY	yfcQ	ECK3801|JW3779	ECK2328|JW2331	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P27838	-	NP_418251	P76500	-	NP_416837	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569518	947213	946779	851545	851120	b2754	b2334	ygbF	yfcQ	ECK2749|JW5438|cas2	ECK2328|JW2331	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P45956	-	NP_417234	P76500	-	NP_416837	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569519	947856	946779	852167	851120	b3352	b2334	yheS	yfcQ	ECK3340|JW3315	ECK2328|JW2331	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P63389	-	NP_417811	P76500	-	NP_416837	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569520	948447	946779	852744	851120	b3950	b2334	frwB	yfcQ	ECK3941|JW3922|yijK	ECK2328|JW2331	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P69816	-	NP_418385	P76500	-	NP_416837	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569521	946888	946818	851228	851159	b2421	b2335	cysM	yfcR	ECK2416|JW2414	ECK2329|JW2332	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P16703	-	NP_416916	P76501	-	NP_416838	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569522	946031	946818	850392	851159	b1479	b2335	maeA	yfcR	ECK1473|JW5238|sfcA	ECK2329|JW2332	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P26616	-	NP_415996	P76501	-	NP_416838	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569523	947856	946818	852167	851159	b3352	b2335	yheS	yfcR	ECK3340|JW3315	ECK2329|JW2332	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P63389	-	NP_417811	P76501	-	NP_416838	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569524	947036	946819	851375	851160	b2566	b2345	era	yfdF	ECK2564|JW2550|sdgE	ECK2339|JW2342	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P06616	-	NP_417061	P76505	-	NP_416847	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569525	948217	946834	852519	851175	b3702	b2361	dnaA	yfdR	ECK3694|JW3679|hsm-2	ECK2355|JW2358	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P03004	-	NP_418157	P76514	-	NP_416862	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569526	948665	946853	852957	851194	b4143	b2385	groL	ypdF	ECK4137|JW4103|groEL|mopA	ECK2381|JW2382	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A6F5	-	NP_418567	P76524	-	NP_416886	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569527	946925	946937	851264	851276	b2440	b2451	eutC	eutA	ECK2435|JW2433	ECK2446|JW2435|yffT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P19636	-	NP_416935	P76551	-	NP_416946	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569528	947854	946935	852165	851274	b3236	b2460	mdh	eutQ	ECK3225|JW3205	ECK2455|JW2444|ypfC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P61889	-	NP_417703	P76555	-	NP_416955	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569529	946935	946935	851274	851274	b2460	b2460	eutQ	eutQ	ECK2455|JW2444|ypfC	ECK2455|JW2444|ypfC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76555	-	NP_416955	P76555	-	NP_416955	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569530	947392	946935	851714	851274	b1566	b2460	flxA	eutQ	ECK1560|JW1558	ECK2455|JW2444|ypfC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77609	-	NP_416084	P76555	-	NP_416955	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569531	947847	947571	852158	851887	b3340	b2473	fusA	ypfH	ECK3327|JW3302|far|fus	ECK2469|JW5396	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A6M8	-	NP_417799	P76561	-	NP_416968	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569532	948706	947056	852998	851394	b4191	b2584	ulaR	pka	ECK4187|JW4149|yjfQ	ECK2582|JW2568|pat|patZ|yfiQ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9W0	-	NP_418612	P76594	-	NP_417079	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569533	947368	947056	851691	851394	b0709	b2584	dtpD	pka	ECK0698|JW0699|ybgH	ECK2582|JW2568|pat|patZ|yfiQ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75742	-	NP_415237	P76594	-	NP_417079	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569534	948183	946807	852489	851148	b3670	b2326	ilvN	epmC	ECK3661|JW3645	ECK2320|JW5381|yfcM	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ADF8	-	NP_418126	P76938	-	NP_416829	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569535	948056	946807	852364	851148	b3540	b2326	dppF	epmC	ECK3527|JW3509	ECK2320|JW5381|yfcM	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37313	-	NP_417997	P76938	-	NP_416829	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569536	947421	946807	851742	851148	b2952	b2326	yggT	epmC	ECK2947|JW2919	ECK2320|JW5381|yfcM	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P64564	-	NP_417427	P76938	-	NP_416829	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569537	945261	946807	849642	851148	b0662	b2326	ubiF	epmC	ECK0654|JW0659|yleB	ECK2320|JW5381|yfcM	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75728	-	NP_415195	P76938	-	NP_416829	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569538	948415	945330	852712	849706	b3923	b0286	uspD	paoA	ECK3915|JW3894|yiiT	ECK0285|JW0280|yagT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AAB8	-	NP_418358	P77165	-	NP_414820	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569539	948254	945330	852556	849706	b3735	b0286	atpH	paoA	ECK3728|JW3713|papE|uncH	ECK0285|JW0280|yagT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ABA4	-	NP_418191	P77165	-	NP_414820	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569540	947165	945330	851497	849706	b2679	b0286	proX	paoA	ECK2673|JW2654|osrA|proU	ECK0285|JW0280|yagT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFM2	-	NP_417165	P77165	-	NP_414820	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569541	948079	945206	852387	849591	b3560	b0601	glyQ	ybdM	ECK3548|JW3531|cfcA|glyS	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P00960	-	NP_418017	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569542	947921	945206	852230	849591	b3418	b0601	malT	ybdM	ECK3405|JW3381|malA	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P06993	-	NP_417877	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569543	947101	945206	851436	849591	b2608	b0601	rimM	ybdM	ECK2605|JW5413|yfjA	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A7X6	-	NP_417099	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569544	945385	945206	849761	849591	b0779	b0601	uvrB	ybdM	ECK0768|JW0762|dar-1|dar-6	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8F8	-	NP_415300	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569545	948419	945206	852716	849591	b3929	b0601	rraA	ybdM	ECK3921|JW3900|menG|yiiV	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8R0	-	NP_418364	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569546	945482	945206	849856	849591	b0853	b0601	ybjN	ybdM	ECK0844|JW0837	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AAY6	-	NP_415374	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569547	946433	945206	850790	849591	b1926	b0601	fliT	ybdM	ECK1925|JW1911	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ABY2	-	NP_416436	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569548	947912	945206	852221	849591	b3400	b0601	hslR	ybdM	ECK3387|JW3363|yrfH	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ACG8	-	NP_417859	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569549	947353	945206	851676	849591	b2979	b0601	glcD	ybdM	ECK2974|JW2946|gox|yghM	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AEP9	-	NP_417453	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569550	947546	945206	851863	849591	b0610	b0601	rnk	ybdM	ECK0603|JW0602	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFW4	-	NP_415143	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569551	945351	945206	849727	849591	b0750	b0601	nadA	ybdM	ECK0739|JW0733|nicA	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P11458	-	NP_415271	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569552	947412	945206	851733	849591	b2918	b0601	argK	ybdM	ECK2914|JW2885|meaB|scpK?|ygfD	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P27254	-	NP_417393	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569553	946066	945206	850426	849591	b4268	b0601	idnK	ybdM	ECK4261|JW4225|gntV	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39208	-	NP_418689	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2569554	945479	945206	849853	849591	b0849	b0601	grxA	ybdM	ECK0840|JW0833|grx	ECK0595|JW0594	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P68688	-	NP_415370	P77174	-	NP_415134	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
